,date_open,date_closed,coin_1,coin_1_pnl,coin_2,coin_2_pnl,overall_pnl,position_status
0,2023-06-21T14:05:16.403635,,ETC-USD,-0.233120,AAVE-USD,-0.160560,-0.39368000000000003,LIVE
1,2023-06-21T14:05:54.000716,,ATOM-USD,-0.004440,YFI-USD,-0.229185,-0.233625,LIVE
2,2023-06-21T14:06:30.215679,,BCH-USD,-0.254600,CELO-USD,-0.359340,-0.6139399999999999,LIVE
