,date_open,date_closed,coin_1,coin_1_pnl,coin_2,coin_2_pnl,overall_pnl,position_status
0,2023-06-21T12:42:47.410974,,ATOM-USD,0.041181,YFI-USD,-0.223613,-0.182432,LIVE
